,sentence,triples
318,it is the second film in the it film series.,"('it', 'is', 'second it film series')"
319,juno rinaldi portrays the adult gretta.,"('juno rinaldi', 'portrays', 'adult gretta')"
320,"ideally, we would start prep in march.","('ideally  we', 'start', 'march')"
321,part one is only about the kids.,"('part', 'is', 'only  kids')"
322,sophia lillis chose jessica chastain and finn wolfhard,"('sophia lillis', 'chose', 'jessica chastain')"
323,the town hall exterior was used as the derry library.,"('town hall exterior', 'used as', 'derry library')"
324,the visual effects were provided by atomic arts and method studios.,"('visual  effects', 'provided by atomic', 'atomic  arts')"
325,"all music is composed by benjamin wallfisch.
","('music', 'composed by', 'benjamin wallfisch')"
326,it chapter two,"('it', 'chapter', '')"
327,it is the second film in the it film series.,"('it', 'is', 'second it film series')"
328,juno rinaldi portrays the adult gretta.,"('juno rinaldi', 'portrays', 'adult gretta')"
329,"ideally, we would start prep in march.","('ideally  we', 'start', 'march')"
330,part one is only about the kids.,"('part', 'is', 'only  kids')"
331,sophia lillis chose jessica chastain and finn wolfhard,"('sophia lillis', 'chose', 'jessica chastain')"
332,the town hall exterior was used as the derry library.,"('town hall exterior', 'used as', 'derry library')"
333,the visual effects were provided by atomic arts and method studios.,"('visual  effects', 'provided by atomic', 'atomic  arts')"
334,"all music is composed by benjamin wallfisch.
","('music', 'composed by', 'benjamin wallfisch')"
335,it chapter two,"('it', 'chapter', '')"
336,the notion of how long a feature film should be has varied according to time and place.,"('how feature film', 'notion of', 'time')"
337,the first narrative feature film was the 60-minute the story of the kelly gang .,"('narrative feature film', 'was', 'kelly gang')"
338,early features were mostly documentary-style films of noteworthy events.,"('early  features', 'were', 'noteworthy style events')"
339,"early italian features were the inferno  , quo vadis? , the last days of pompeii , and cabiria .","('italian  features', 'were', 'last quo pompeii')"
340,"1913 also saw china's first feature film, zhang shichuan's nan fu","('1913', 'saw', 'first feature film')"
341,the songs were written by edgar yip harburg  and harold arlen .,"('songs', 'written by', 'edgar yip harburg')"
342,the musical score and the incidental music were composed by stothart.,"('musical  score', 'composed by', 'incidental  stothart')"
343,h. cannon had submitted a brief four-page outline.,"('h. cannon', 'submitted', 'four page outline')"
344,this part was initially written for betty jaynes.,"('part', 'written for', 'betty  jaynes')"
345,"instead, another contract player, frank morgan, was cast on september 22.","('instead contract player', 'cast on', 'frank  september')"
346,gale sondergaard was originally cast as the wicked witch.,"('gale  sondergaard', 'cast as', 'wicked  witch')"
347,filming halted while a replacement for him was found.,"('replacement', 'halted', 'him')"
348,all the oz sequences were filmed in three-strip technicolor.,"('oz sequences', 'filmed in', 'three strip technicolor')"
349,arnold gillespie was the special effects director for the film.,"('arnold gillespie', 'was', 'special effects film')"
350,to develop the tornado scene was especially costly.,"('develop', 'was', 'tornado scene')"
351,dorothy's house was recreated by using a small maquete.,"('house', 'recreated by', 'small  maquete')"
352,the cowardly lion's costume was made from real lion skin and fur.,"('cowardly  costume', 'made from real', 'real lion skin')"
353,the film is widely noted for its musical selections and soundtrack.,"('film', 'noted for', 'musical  selections')"
354,haley rerecorded ebsen's solo parts later.,"('haley', 'rerecorded', 'solo parts')"
355,some musical pieces filmed were deleted in the editing process.,"('musical  pieces', 'deleted in', 'editing process')"
356,this was a reprise of ding-dong!,"('this', 'was', 'ding dong')"
357,"the witch is dead, and a number of smaller dialogue sequences.","('witch', 'is dead', 'smaller dialogue sequences')"
358,"the film's first sneak preview was held in san bernardino, california.
","('first sneak preview', 'held in', 'san bernardino')"
359,"the film opened nationwide on august 25, 1939.","('film', 'opened', 'nationwide  august')"
360,it was re-released by warner bros.,"('it', '.', '')"
361,the restoration job was given to prime focus world.,"('restoration job', 'given', 'prime focus world')"
362,the film is scheduled to be released on ultra hd,"('film', 'scheduled', 'ultra  hd')"
363,the 2d version still retains its g rating.,"('2d version', 'retains', 'still g rating')"
364,not since disney's snow white and the seven dwarfs has anything quite so fantastic succeeded half so well.,"('snow white', 'has', 'seven  anything')"
365,film daily wrote: .mw-parser-output .templatequote{overflow:hidden;margin:1em 0;padding:0,"('film daily', 'wrote', 'parser output')"
366,roughly 40 identifiable major differences exist between the original book and the mgm interpretation.,"('major  differences', 'exist between', 'original  book')"
367,"it was directed by sam raimi, and starred james franco, mila kunis, rachel weisz and michelle williams.","('it', 'directed by', 'james franco')"
368,it was a commercial success and received a mixed critical reception.,"('it', 'was', 'critical  reception')"
369,"adrian, mgm's chief costume designer, was responsible for the final design.","('adrian', 'was responsible', 'final costume design')"
370,"the film version was remade in 1982, and there have been other adaptations.","('film version', 'was', '1982')"
371,"example include police story, the dark knight, baby driver, master, collateral, and heat.","('example', 'include', 'police story')"
372,the genre was pioneered by mehboob khan's aurat  and mother india .,"('genre', 'pioneered by', 'mehboob aurat')"
373,"other examples include gunga jumna , sholay  and bandit queen .","('other  examples', 'include', 'gunga jumna')"
374,"they may include honor killings, initiations, unprotected sex, fights, word play and punch lines, cryptic storytelling, love scenes and blood feuds.","('they', 'include', 'honor killings')"
375,examples include 12 angry men and a time to kill.,"('examples', 'include', 'angry  men')"
376,"it stars revalina sayuthi temat, reza rahadian, agus kuncoro, endhita, rio dewanto, and hengky sulaeman.","('it', 'stars', 'revalina sayuthi temat')"
377,rika is menuk's friend and is involved with the unsuccessful muslim actor surya .,"('rika', 'is', 'unsuccessful muslim actor surya')"
378,"meanwhile, surya and doni  are competing for rika's affections.","('meanwhile  surya', 'competing for', 'affections')"
379,the individual characters are based on people bramantyo has known or read about.,"('individual  characters', 'based on', 'people bramantyo')"
380,the film reportedly cost rp 5 billion  to produce.,"('film', 'cost', 'rp 5 billion')"
381,bramantyo contacted the main cast members directly.,"('bramantyo', 'contacted', 'main cast members')"
382,made-for-tv movie musicals have also become popular.,"('made movie musicals', 'become popular', 'made  tv')"
383,there was no point in making the movie if it wasn't her.,"('it', 'was', 'movie')"
384,"principal photography began on june 13, 2012.","('principal  photography', 'began on', 'june')"
385,"the first trailer was released the following day, on november 13.","('first  trailer', 'released', 'day  november')"
386,"the final trailer was released on march 18, 2014.","('final  trailer', 'released on', 'march')"
387,"in north america, maleficent is the eighth-highest-grossing 2014 film.","('north maleficent', 'is', 'north america')"
388,"its largest opening weekends were in china , mexico  and russia and the cis .","('opening  weekends', 'were in', 'china')"
389,"the film, however, ended up grossing double the amount projected.","('film', 'ended', 'however  amount')"
390,"everyone else, even aurora, fades in her presence.","('everyone', 'fades in', 'even  presence')"
391,it gives her agency.,"('it', 'gives', 'agency')"
392,it gives her power.,"('it', 'gives', 'power')"
393,"we were very conscious, the writer and i, that  was a metaphor for rape.","('we', 'were', 'very  rape')"
394,"principal photography concluded on august 24, 2018.
","('principal  photography', 'concluded on', 'august')"
395,director godfrey reggio edited his films koyaanisqatsi and powaqqatsi based on composer philip glass's music.,"('director godfrey reggio', 'edited', 'composer philip music')"
